"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.863524,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.683473,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q3",1.585352,
"DNK","QGDP","TOT","PC_CHGPP","Q","2010-Q4",-0.225006,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q1",0.217843,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q2",1.002436,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-1.243856,
"DNK","QGDP","TOT","PC_CHGPP","Q","2011-Q4",0.81732,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.069587,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q2",0.075294,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q3",0.093938,
"DNK","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.16163,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q1",0.563792,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q2",0.074217,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q3",0.633512,
"DNK","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.201104,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.253234,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q2",-0.072506,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q3",1.673983,
"DNK","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.358714,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q1",0.440497,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.105465,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.088872,
"DNK","QGDP","TOT","PC_CHGPP","Q","2015-Q4",-0.182173,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q1",1.185447,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.581755,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.454259,
"DNK","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.678103,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q1",2.423918,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q2",-1.138513,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q3",-0.854302,
"DNK","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.92067,
"ESP","QGDP","TOT","PC_CHGPP","Q","1965-Q4",2.989391,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1966-Q1",-0.680518,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1966-Q2",5.167526,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1966-Q3",1.983691,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1966-Q4",0.270897,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1967-Q1",0.275493,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1967-Q2",1.201427,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1967-Q3",1.715238,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1967-Q4",-0.719103,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1968-Q1",2.133945,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1968-Q2",3.034023,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1968-Q3",0.806297,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1968-Q4",4.053407,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1969-Q1",3.548014,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1969-Q2",-0.33786,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1969-Q3",1.865453,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1969-Q4",1.119478,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1970-Q1",1.869665,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1970-Q2",0.158864,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1970-Q3",0.511083,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1970-Q4",0.789028,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.780918,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1971-Q2",1.950593,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.839902,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1971-Q4",2.013559,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1972-Q1",1.622512,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1972-Q2",2.362836,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1972-Q3",2.196884,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1972-Q4",1.981024,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1973-Q1",1.840655,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1973-Q2",1.782786,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1973-Q3",1.651654,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.645425,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1974-Q1",1.698325,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1974-Q2",1.26359,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1974-Q3",0.705686,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1974-Q4",0.066164,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q1",-0.501916,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q2",-0.083068,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q3",0.436846,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1975-Q4",0.702837,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q1",0.993843,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q2",1.154239,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q3",0.969908,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.767893,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q1",0.792236,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q2",0.453631,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.332297,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1977-Q4",0.668054,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q1",0.624253,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q2",0.202602,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q3",-0.12271,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1978-Q4",-0.147991,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q1",-0.159396,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q2",0.155449,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.240502,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.351518,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.669638,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q2",0.339903,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q3",-0.396523,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1980-Q4",0.580016,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q1",-0.566186,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q2",-0.110719,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q3",0.444685,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1981-Q4",-0.099841,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q1",0.411598,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.37979,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q3",0.673207,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1982-Q4",0.352496,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.365463,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q2",0.61761,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q3",0.147061,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.646117,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q1",0.827201,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q2",-0.308285,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q3",0.870915,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.127632,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q1",1.115985,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q2",-0.093929,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.036667,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1985-Q4",1.148468,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.282041,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q2",2.381556,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q3",-0.705039,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.638803,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q1",2.048184,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q2",1.496058,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q3",2.065203,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1987-Q4",2.045736,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q1",0.321543,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q2",1.223182,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q3",1.802908,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1988-Q4",-0.224282,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q1",2.35813,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q2",0.984089,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q3",1.33968,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1989-Q4",-0.166005,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q1",0.876019,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q2",1.699634,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q3",-0.298469,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1990-Q4",3.781683,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q1",-1.921754,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q2",1.219275,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q3",0.755272,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1991-Q4",0.497512,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q1",0.997701,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q2",-1.303955,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q3",0.063867,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1992-Q4",-0.651596,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q1",-0.932984,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q2",-0.006775,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q3",1.203187,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1993-Q4",0.376846,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q1",0.827092,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q2",0.219253,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q3",0.793995,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1994-Q4",0.374223,"E"
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q1",1.068734,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q2",0.687617,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q3",0.475787,
"ESP","QGDP","TOT","PC_CHGPP","Q","1995-Q4",0.704403,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q1",0.64537,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q2",0.636244,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q3",0.974216,
"ESP","QGDP","TOT","PC_CHGPP","Q","1996-Q4",0.400325,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q1",1.138604,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q2",0.913627,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q3",1.011273,
"ESP","QGDP","TOT","PC_CHGPP","Q","1997-Q4",1.444289,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q1",0.993648,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q2",0.756033,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q3",1.199044,
"ESP","QGDP","TOT","PC_CHGPP","Q","1998-Q4",1.050667,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q1",0.810131,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q2",1.507717,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q3",1.194599,
"ESP","QGDP","TOT","PC_CHGPP","Q","1999-Q4",1.176641,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q1",1.594599,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q2",1.227238,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q3",1.085426,
"ESP","QGDP","TOT","PC_CHGPP","Q","2000-Q4",1.10356,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q1",0.998137,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q2",0.794837,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q3",0.995173,
"ESP","QGDP","TOT","PC_CHGPP","Q","2001-Q4",0.708935,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q1",0.56911,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q2",0.751762,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q3",0.604872,
"ESP","QGDP","TOT","PC_CHGPP","Q","2002-Q4",0.751114,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q1",0.986773,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q2",0.679138,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q3",0.686295,
"ESP","QGDP","TOT","PC_CHGPP","Q","2003-Q4",1.026798,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q1",0.607509,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q2",0.775899,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q3",1.007325,
"ESP","QGDP","TOT","PC_CHGPP","Q","2004-Q4",0.615351,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q1",1.01158,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q2",1.019269,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q3",0.948226,
"ESP","QGDP","TOT","PC_CHGPP","Q","2005-Q4",1.045716,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q1",1.08293,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q2",1.044336,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q3",0.987264,
"ESP","QGDP","TOT","PC_CHGPP","Q","2006-Q4",0.94967,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q1",1.023037,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q2",0.811018,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q3",0.811016,
"ESP","QGDP","TOT","PC_CHGPP","Q","2007-Q4",0.860569,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q1",0.456195,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q2",0.055701,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q3",-0.755623,
"ESP","QGDP","TOT","PC_CHGPP","Q","2008-Q4",-1.007189,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q1",-1.599241,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q2",-0.968317,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q3",-0.311113,
"ESP","QGDP","TOT","PC_CHGPP","Q","2009-Q4",-0.062788,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q1",0.301871,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q2",0.181986,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q3",0.048466,
"ESP","QGDP","TOT","PC_CHGPP","Q","2010-Q4",-0.001479,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q1",-0.360552,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q2",-0.479135,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q3",-0.406484,
"ESP","QGDP","TOT","PC_CHGPP","Q","2011-Q4",-0.593118,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q1",-0.867865,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q2",-0.951458,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q3",-0.738862,
"ESP","QGDP","TOT","PC_CHGPP","Q","2012-Q4",-0.977024,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q1",-0.343069,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q2",-0.08381,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q3",-0.068202,
"ESP","QGDP","TOT","PC_CHGPP","Q","2013-Q4",0.285154,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q1",0.395421,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q2",0.386461,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q3",0.680301,
"ESP","QGDP","TOT","PC_CHGPP","Q","2014-Q4",0.750097,
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q1",1.052112,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q2",0.848449,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q3",0.939295,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2015-Q4",0.917537,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q1",0.749247,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q2",0.787206,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q3",0.713549,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2016-Q4",0.682547,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q1",0.786373,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q2",0.86476,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q3",0.695735,"P"
"ESP","QGDP","TOT","PC_CHGPP","Q","2017-Q4",0.676592,"P"
"JPN","QGDP","TOT","PC_CHGPP","Q","1965-Q4",1.55391,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1966-Q1",2.676418,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1966-Q2",3.912583,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1966-Q3",2.431442,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1966-Q4",1.998277,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1967-Q1",2.650178,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1967-Q2",2.690154,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1967-Q3",3.467643,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1967-Q4",1.93325,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1968-Q1",2.385973,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1968-Q2",3.411931,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1968-Q3",2.263971,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1968-Q4",5.697546,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1969-Q1",0.879461,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1969-Q2",2.911658,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1969-Q3",2.395416,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1969-Q4",3.903013,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1970-Q1",3.064074,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1970-Q2",1.212646,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1970-Q3",2.680797,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1970-Q4",-0.322008,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1971-Q1",0.910972,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1971-Q2",1.613126,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1971-Q3",1.218443,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1971-Q4",0.91105,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1972-Q1",3.258015,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1972-Q2",1.881994,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1972-Q3",2.134528,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1972-Q4",2.51568,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1973-Q1",3.344675,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1973-Q2",0.914476,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1973-Q3",0.291681,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1973-Q4",1.235736,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1974-Q1",-3.435982,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1974-Q2",0.720303,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1974-Q3",1.27966,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1974-Q4",-0.542349,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1975-Q1",0.130853,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1975-Q2",2.220142,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1975-Q3",1.138138,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1975-Q4",1.05151,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1976-Q1",0.847325,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1976-Q2",0.5908,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1976-Q3",1.406011,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1976-Q4",0.118914,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1977-Q1",2.187257,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1977-Q2",0.703788,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1977-Q3",0.681687,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1977-Q4",1.356457,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1978-Q1",1.889185,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1978-Q2",0.972001,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1978-Q3",1.293282,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1978-Q4",1.443062,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1979-Q1",1.495581,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1979-Q2",1.827155,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1979-Q3",0.762664,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1979-Q4",0.434649,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1980-Q1",0.382552,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1980-Q2",-0.527155,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1980-Q3",2.239932,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1980-Q4",2.125488,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1981-Q1",0.613079,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1981-Q2",1.223763,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1981-Q3",-0.222417,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1981-Q4",0.72994,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1982-Q1",1.532501,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1982-Q2",0.686563,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1982-Q3",0.437004,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1982-Q4",1.389602,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1983-Q1",0.063061,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1983-Q2",0.751952,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1983-Q3",1.496254,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1983-Q4",0.833126,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1984-Q1",1.151676,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1984-Q2",1.514426,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1984-Q3",1.222068,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1984-Q4",0.172602,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1985-Q1",2.45057,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1985-Q2",2.02495,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1985-Q3",1.30856,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1985-Q4",1.328426,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1986-Q1",0.397646,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1986-Q2",-0.245689,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1986-Q3",0.585788,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1986-Q4",0.788721,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1987-Q1",-0.071726,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1987-Q2",2.095595,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1987-Q3",2.000278,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1987-Q4",2.574799,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1988-Q1",2.387213,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1988-Q2",-0.145997,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1988-Q3",2.230947,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1988-Q4",1.053824,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1989-Q1",2.69804,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1989-Q2",-1.305732,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1989-Q3",1.749678,"E"
"JPN","QGDP","TOT","PC_CHGPP","Q","1989-Q4",3.098252,"E"
